violation_id,inspection_id,violation_category,violation_date,violation_date_closed,violation_type
223476,286232,Unsanitary Conditions,2012-09-14 00:00:00,2012-11-02 00:00:00,"Unsanitary conditions, not specified"
223477,286232,Animals and Pests,2012-09-14 00:00:00,2012-11-02 00:00:00,"Insects, not specified"
223497,286264,Animals and Pests,2012-09-26 00:00:00,2012-10-02 00:00:00,"Animals, Prohibited number"
223624,286477,Vegetation,2012-09-27 00:00:00,,Overgrown Vegetation
223651,286490,Animals and Pests,2012-09-27 00:00:00,2012-10-10 00:00:00,Standing Water
223666,286509,Animals and Pests,2012-09-26 00:00:00,2012-11-09 00:00:00,"Animals and Pests, not specified"
223701,286547,Garbage and Refuse,2012-09-24 00:00:00,2012-09-27 00:00:00,Refuse Accumulation
223717,286568,Animals and Pests,2012-09-24 00:00:00,2012-10-11 00:00:00,"Rodents, not specified"
224230,287446,Building Conditions,2012-10-09 00:00:00,2012-10-16 00:00:00,Inadequate Pest Exclusion
224239,287492,Unsanitary Conditions,2012-10-04 00:00:00,2013-03-22 00:00:00,"Unsanitary conditions, not specified"
225308,289023,Animals and Pests,2012-10-18 00:00:00,2012-11-07 00:00:00,Bed Bugs
225347,289096,Building Conditions,2012-10-17 00:00:00,,Inadequate Pest Exclusion
226231,290414,Building Conditions,2012-10-17 00:00:00,2012-11-08 00:00:00,Inadequate or Improper Kitchen Facilities
226235,290415,Animals and Pests,2012-10-17 00:00:00,2013-01-11 00:00:00,Cockroaches
226236,290415,Animals and Pests,2012-10-17 00:00:00,2013-01-11 00:00:00,Mice
228150,292633,Unsanitary Conditions,2012-11-14 00:00:00,,Unsanitary Floors or Walls
228153,292660,Unsanitary Conditions,2012-11-14 00:00:00,,Unsanitary Floors or Walls
228154,292660,Garbage and Refuse,2012-11-14 00:00:00,,Refuse Accumulation
228157,292692,Garbage and Refuse,2012-11-26 00:00:00,2013-01-09 00:00:00,Refuse Accumulation
223939,286997,Unsanitary Conditions,2012-09-25 00:00:00,2012-10-11 00:00:00,"Unsanitary conditions, not specified"
223951,287025,Biohazards,2012-09-28 00:00:00,2012-11-14 00:00:00,Human Feces
223959,287049,Animals and Pests,2012-08-27 00:00:00,2012-10-02 00:00:00,Animal Feces
223961,287053,Garbage and Refuse,2012-10-02 00:00:00,2012-10-29 00:00:00,Refuse Accumulation
223962,287053,Animals and Pests,2012-10-02 00:00:00,2012-10-29 00:00:00,Animal Feces
223963,287053,Animals and Pests,2012-10-02 00:00:00,2012-10-29 00:00:00,"Insects, not specified"
223977,287063,Animals and Pests,2012-10-02 00:00:00,2012-10-23 00:00:00,"Rodents, not specified"
223765,286702,Garbage and Refuse,2012-09-28 00:00:00,2012-10-05 00:00:00,Refuse Accumulation
223799,286787,Building Conditions,2012-09-19 00:00:00,2012-10-05 00:00:00,Mold or Mildew
223802,286791,Unsanitary Conditions,2012-09-19 00:00:00,2012-10-23 00:00:00,"Unsanitary conditions, not specified"
223803,286791,Unsanitary Conditions,2012-09-19 00:00:00,2012-10-23 00:00:00,"Unsanitary conditions, not specified"
223804,286791,Building Conditions,2012-09-19 00:00:00,2012-10-23 00:00:00,Mold or Mildew
223807,286793,Unsanitary Conditions,2012-09-19 00:00:00,2012-10-23 00:00:00,"Unsanitary conditions, not specified"
223808,286793,Unsanitary Conditions,2012-09-19 00:00:00,2012-10-23 00:00:00,"Unsanitary conditions, not specified"
223809,286793,Unsanitary Conditions,2012-09-19 00:00:00,2012-10-23 00:00:00,"Unsanitary conditions, not specified"
223813,286799,Animals and Pests,2012-09-19 00:00:00,2012-09-19 00:00:00,"Animals and Pests, not specified"
223814,286803,Unsanitary Conditions,2012-09-19 00:00:00,2013-03-22 00:00:00,"Unsanitary conditions, not specified"
223815,286804,Unsanitary Conditions,2012-09-19 00:00:00,2013-03-22 00:00:00,"Unsanitary conditions, not specified"
223816,286807,Unsanitary Conditions,2012-09-20 00:00:00,,"Unsanitary conditions, not specified"
223817,286807,Building Conditions,2012-09-20 00:00:00,,Mold or Mildew
223818,286807,Unsanitary Conditions,2012-09-20 00:00:00,,"Unsanitary conditions, not specified"
223819,286807,Unsanitary Conditions,2012-09-20 00:00:00,,"Unsanitary conditions, not specified"
223820,286807,Unsanitary Conditions,2012-09-20 00:00:00,,"Unsanitary conditions, not specified"
223821,286808,Unsanitary Conditions,2012-09-20 00:00:00,2012-10-11 00:00:00,"Unsanitary conditions, not specified"
224124,287163,Garbage and Refuse,2012-10-03 00:00:00,2012-10-12 00:00:00,Refuse Accumulation
224129,287210,Garbage and Refuse,2012-10-03 00:00:00,2012-10-15 00:00:00,Refuse Accumulation
224130,287212,Animals and Pests,2012-10-03 00:00:00,2012-10-11 00:00:00,"Rodents, not specified"
224183,287243,Animals and Pests,2012-10-03 00:00:00,2012-12-04 00:00:00,"Rodents, not specified"
225007,288626,Unsanitary Conditions,2012-09-20 00:00:00,2012-09-26 00:00:00,"Unsanitary conditions, not specified"
225040,288655,Unsanitary Conditions,2012-10-03 00:00:00,2012-10-16 00:00:00,"Unsanitary conditions, not specified"
224381,287743,Building Conditions,2012-08-28 00:00:00,2012-11-07 00:00:00,Inadequate Pest Exclusion
224401,287808,Animals and Pests,2012-10-09 00:00:00,2012-10-26 00:00:00,Animal Feces
224402,287808,Animals and Pests,2012-10-09 00:00:00,2012-10-26 00:00:00,Dogs
225773,289755,Animals and Pests,2012-10-25 00:00:00,,Mice
225774,289755,Animals and Pests,2012-10-25 00:00:00,,Standing Water
225775,289755,Garbage and Refuse,2012-10-25 00:00:00,,Refuse Accumulation
225776,289756,Vegetation,2012-10-25 00:00:00,2012-10-30 00:00:00,Overgrown Vegetation
225821,289830,Garbage and Refuse,2012-10-25 00:00:00,2012-12-12 00:00:00,Refuse Accumulation
225836,289849,Unsanitary Conditions,2012-10-25 00:00:00,2012-10-31 00:00:00,"Unsanitary conditions, not specified"
225879,289908,Building Conditions,2012-10-17 00:00:00,2012-11-08 00:00:00,"Damaged or defective walls, floors or ceilings"
225880,289908,Unsanitary Conditions,2012-10-17 00:00:00,2012-11-08 00:00:00,Unsanitary Floors or Walls
225905,289962,Vegetation,2012-10-26 00:00:00,2013-01-07 00:00:00,Overgrown Vegetation
224854,288325,Animals and Pests,2012-10-15 00:00:00,2012-10-15 00:00:00,Mosquitos
225101,288775,Building Conditions,2012-10-02 00:00:00,,"Damaged or defective walls, floors or ceilings"
226068,290124,Unsanitary Conditions,2012-10-26 00:00:00,2012-12-04 00:00:00,"Unsanitary conditions, not specified"
225457,289258,Vegetation,2012-10-19 00:00:00,2012-11-30 00:00:00,Overgrown Vegetation
225546,289358,Animals and Pests,2012-10-22 00:00:00,2012-11-14 00:00:00,"Animals and Pests, not specified"
225581,289425,Animals and Pests,2012-10-18 00:00:00,,"Rodents, not specified"
225600,289473,Animals and Pests,2012-10-22 00:00:00,,Mice
226016,290070,Animals and Pests,2012-10-23 00:00:00,2013-01-18 00:00:00,Cockroaches
226017,290070,Building Conditions,2012-10-23 00:00:00,2013-01-18 00:00:00,"Damaged or defective walls, floors or ceilings"
226018,290070,Building Conditions,2012-10-23 00:00:00,2013-01-18 00:00:00,Non-functioning Smoke Detector
226249,290435,Building Conditions,2012-10-17 00:00:00,2013-01-03 00:00:00,"Damaged or defective walls, floors or ceilings"
226250,290442,Animals and Pests,2012-10-24 00:00:00,,Mice
226251,290443,Building Conditions,2012-10-24 00:00:00,2012-11-08 00:00:00,Building Dampness or Water Intrusion
229279,294140,Animals and Pests,2012-12-13 00:00:00,2013-01-09 00:00:00,"Rodents, not specified"
227068,291386,Animals and Pests,2012-11-13 00:00:00,2012-11-19 00:00:00,"Rodents, not specified"
227083,291420,Animals and Pests,2012-11-13 00:00:00,2012-12-07 00:00:00,Cockroaches
227104,291474,Unsanitary Conditions,2012-11-08 00:00:00,2012-12-03 00:00:00,"Unsanitary conditions, not specified"
227152,291525,Building Conditions,2012-11-14 00:00:00,,Barrier to Emergency Ingress or Egress
227153,291525,Building Conditions,2012-11-14 00:00:00,,Inoperable Windows
227164,291531,Chemical Hazards,2012-11-14 00:00:00,2013-01-16 00:00:00,Lead Hazard
227168,291531,Unsanitary Conditions,2012-11-14 00:00:00,2013-01-16 00:00:00,"Unsanitary conditions, not specified"
229130,293964,Animals and Pests,2012-11-05 00:00:00,2012-12-11 00:00:00,Animal Feces
229131,293964,Animals and Pests,2012-11-05 00:00:00,2012-12-11 00:00:00,Mice
229132,293964,Animals and Pests,2012-11-05 00:00:00,2012-12-11 00:00:00,Rats
229133,293964,Building Conditions,2012-11-05 00:00:00,2012-12-11 00:00:00,Mold or Mildew
229134,293964,Garbage and Refuse,2012-11-05 00:00:00,2012-12-11 00:00:00,Refuse Not Properly Stored
229174,294027,Garbage and Refuse,2012-12-12 00:00:00,2013-12-23 00:00:00,Refuse Accumulation
228273,292847,Building Conditions,2012-11-30 00:00:00,2012-12-17 00:00:00,Mold or Mildew
228348,292970,Building Conditions,2012-11-27 00:00:00,2012-12-06 00:00:00,Inadequate Pest Exclusion
228349,292975,Vegetation,2012-11-30 00:00:00,2012-12-18 00:00:00,Overgrown Vegetation
228391,293176,Vegetation,2012-08-14 00:00:00,2012-08-28 00:00:00,Overgrown Vegetation
226297,290479,Building Conditions,2012-10-23 00:00:00,,Mold or Mildew
226332,290518,Animals and Pests,2012-11-01 00:00:00,,Pidgeons
226345,290556,Unsanitary Conditions,2012-11-01 00:00:00,,Unsanitary Public Areas
226346,290557,Building Conditions,2012-11-01 00:00:00,2012-11-19 00:00:00,Barrier to Emergency Ingress or Egress
226347,290557,Unsanitary Conditions,2012-11-01 00:00:00,2012-11-19 00:00:00,"Unsanitary conditions, not specified"
226393,290588,Unsanitary Conditions,2012-10-31 00:00:00,2012-11-16 00:00:00,"Unsanitary conditions, not specified"
226445,290669,Garbage and Refuse,2012-11-02 00:00:00,2012-11-09 00:00:00,Refuse Accumulation
226446,290669,Garbage and Refuse,2012-11-02 00:00:00,2012-11-09 00:00:00,Refuse Not Properly Stored
226532,290798,Animals and Pests,2012-11-05 00:00:00,2012-12-17 00:00:00,Flies
226776,290975,Animals and Pests,2012-11-07 00:00:00,2013-01-08 00:00:00,Bed Bugs
226863,291066,Vegetation,2012-11-07 00:00:00,2012-12-19 00:00:00,Overgrown Vegetation
226975,291231,Unsanitary Conditions,2012-11-07 00:00:00,2012-11-28 00:00:00,"Unsanitary conditions, not specified"
227017,291267,Building Conditions,2012-11-07 00:00:00,2012-12-10 00:00:00,Inadequate Pest Exclusion
227018,291270,Unsanitary Conditions,2012-11-07 00:00:00,2012-11-26 00:00:00,Unsanitary Public Areas
227019,291271,Unsanitary Conditions,2012-11-07 00:00:00,2012-11-28 00:00:00,"Unsanitary conditions, not specified"
227020,291278,Building Conditions,2012-11-02 00:00:00,2012-11-20 00:00:00,Mold or Mildew
227021,291289,Building Conditions,2012-11-09 00:00:00,,Mold or Mildew
227022,291290,Building Conditions,2012-11-09 00:00:00,,Mold or Mildew
227274,291681,Building Conditions,2012-11-14 00:00:00,,Inadequate Pest Exclusion
227611,292075,Animals and Pests,2012-11-20 00:00:00,2012-11-29 00:00:00,Animal Feces
227612,292075,Animals and Pests,2012-11-20 00:00:00,2012-11-29 00:00:00,Animal Urine
227677,292135,Garbage and Refuse,2012-11-21 00:00:00,2012-12-10 00:00:00,Refuse Not Properly Stored
227988,292448,Garbage and Refuse,2012-11-27 00:00:00,2013-01-14 00:00:00,Refuse Accumulation
228003,292465,Animals and Pests,2012-11-28 00:00:00,2013-02-27 00:00:00,Bed Bugs
228027,292492,Building Conditions,2012-11-26 00:00:00,2012-12-19 00:00:00,Non-functioning Smoke Detector
228028,292492,Garbage and Refuse,2012-11-26 00:00:00,2012-12-19 00:00:00,Refuse Accumulation
228404,293194,Vegetation,2012-12-05 00:00:00,,Overgrown Vegetation
228436,293215,Vegetation,2012-12-05 00:00:00,,Overgrown Vegetation
228437,293219,Animals and Pests,2012-09-26 00:00:00,2012-11-13 00:00:00,Mice
228457,293239,Garbage and Refuse,2012-12-05 00:00:00,2012-12-13 00:00:00,Refuse Not Properly Stored
228466,293261,Garbage and Refuse,2012-11-21 00:00:00,,Refuse Accumulation
228480,293290,Chemical Hazards,2012-12-06 00:00:00,,Lead Hazard
228520,293337,Building Conditions,2012-11-19 00:00:00,2013-01-28 00:00:00,"Damaged or defective walls, floors or ceilings"
228113,292568,Unsanitary Conditions,2012-11-13 00:00:00,,Unsanitary Floors or Walls
228117,292568,Building Conditions,2012-11-13 00:00:00,,Non-functioning Smoke Detector
228610,293407,Animals and Pests,2012-12-04 00:00:00,2012-12-20 00:00:00,Rats
228672,293460,Animals and Pests,2012-11-20 00:00:00,,Cockroaches
228684,293473,Building Conditions,2012-12-07 00:00:00,2012-12-17 00:00:00,Mold or Mildew
229835,294771,Animals and Pests,2012-12-19 00:00:00,,Mice
229836,294772,Animals and Pests,2012-12-19 00:00:00,,Rats
229903,294827,Animals and Pests,2012-12-20 00:00:00,2012-12-27 00:00:00,Animal Feces
230162,295258,Animals and Pests,2012-12-28 00:00:00,,Bed Bugs
229948,294926,Building Conditions,2012-07-25 00:00:00,,Building Dampness or Water Intrusion
229949,294926,Building Conditions,2012-07-25 00:00:00,,"Damaged or defective walls, floors or ceilings"
229950,294926,Building Conditions,2012-07-25 00:00:00,,Inadequate Heating
229951,294926,Building Conditions,2012-07-25 00:00:00,,Inadequate Lighting
229952,294926,Building Conditions,2012-07-25 00:00:00,,Inoperable Windows
229953,294926,Building Conditions,2012-07-25 00:00:00,,Mold or Mildew
229954,294926,Garbage and Refuse,2012-07-25 00:00:00,,Improper Refuse Storage
229955,294926,Garbage and Refuse,2012-07-25 00:00:00,,Refuse Accumulation
229996,294957,Animals and Pests,2012-12-21 00:00:00,2012-12-21 00:00:00,Animal Feces
229997,294957,Garbage and Refuse,2012-12-21 00:00:00,2012-12-21 00:00:00,Refuse Accumulation
230007,294979,Garbage and Refuse,2012-11-29 00:00:00,2012-12-11 00:00:00,Refuse Not Properly Stored
230008,294979,Garbage and Refuse,2012-11-29 00:00:00,2012-12-11 00:00:00,Refuse Not Properly Stored
230026,295046,Animals and Pests,2012-12-24 00:00:00,,Rats
230027,295047,Animals and Pests,2012-12-24 00:00:00,,Mice
230050,295087,Animals and Pests,2012-12-26 00:00:00,,Mice
228909,293763,Unsanitary Conditions,2012-12-10 00:00:00,2012-12-10 00:00:00,"Unsanitary conditions, not specified"
228910,293763,Biohazards,2012-12-10 00:00:00,2012-12-10 00:00:00,Human Urine
228911,293763,Unsanitary Conditions,2012-12-10 00:00:00,2012-12-10 00:00:00,"Unsanitary conditions, not specified"
228912,293763,Biohazards,2012-12-10 00:00:00,2012-12-10 00:00:00,Human Feces
228913,293763,Biohazards,2012-12-10 00:00:00,2012-12-10 00:00:00,Sewage Hazard
228914,293763,Unsanitary Conditions,2012-12-10 00:00:00,2012-12-10 00:00:00,"Unsanitary conditions, not specified"
229347,294214,Animals and Pests,2012-12-12 00:00:00,,Standing Water
229348,294214,Garbage and Refuse,2012-12-12 00:00:00,,Refuse Accumulation
229356,294229,Animals and Pests,2012-12-12 00:00:00,,Bed Bugs
229431,294353,Biohazards,2012-12-17 00:00:00,,Sewage Hazard
229487,294396,Air Pollutants and Odors,2012-12-05 00:00:00,,Nuisance Odors
229488,294396,Animals and Pests,2012-12-05 00:00:00,,Mice
229489,294396,Building Conditions,2012-12-05 00:00:00,,"Damaged or defective walls, floors or ceilings"
229490,294396,Garbage and Refuse,2012-12-05 00:00:00,,Refuse Accumulation
229491,294396,Unsanitary Conditions,2012-12-05 00:00:00,,Unsanitary Floors or Walls
229496,294396,Animals and Pests,2012-12-05 00:00:00,,Cockroaches
229638,294505,Animals and Pests,2012-12-11 00:00:00,2013-02-26 00:00:00,Bed Bugs
229667,294566,Building Conditions,2012-12-18 00:00:00,,Mold or Mildew
229670,294568,Biohazards,2012-12-18 00:00:00,2013-01-28 00:00:00,Human Feces
229677,294575,Garbage and Refuse,2012-12-12 00:00:00,2013-03-01 00:00:00,Refuse Accumulation
229817,294758,Animals and Pests,2012-12-18 00:00:00,,Rats
230394,295549,Air Pollutants and Odors,2012-12-19 00:00:00,2013-01-16 00:00:00,Nuisance Odors
230395,295549,Animals and Pests,2012-12-19 00:00:00,2013-01-16 00:00:00,Bed Bugs
230396,295549,Animals and Pests,2012-12-19 00:00:00,2013-01-16 00:00:00,Flies
230397,295549,Building Conditions,2012-12-19 00:00:00,2013-01-16 00:00:00,Inadequate Pest Exclusion
230398,295549,Building Conditions,2012-12-19 00:00:00,2013-01-16 00:00:00,Inadequate Ventilation
230399,295549,Building Conditions,2012-12-19 00:00:00,2013-01-16 00:00:00,Mold or Mildew
230400,295549,Building Conditions,2012-12-19 00:00:00,2013-01-16 00:00:00,Non-functioning Smoke Detector
230401,295549,Garbage and Refuse,2012-12-19 00:00:00,2013-03-07 00:00:00,Refuse Accumulation
230402,295549,Unsanitary Conditions,2012-12-19 00:00:00,2013-01-16 00:00:00,Unsanitary Floors or Walls
230403,295549,Unsanitary Conditions,2012-12-19 00:00:00,2013-01-16 00:00:00,Unsanitary Toilets or Bathrooms
230404,295549,Animals and Pests,2012-12-19 00:00:00,2013-01-16 00:00:00,Cockroaches
230524,295677,Animals and Pests,2012-12-20 00:00:00,2013-01-23 00:00:00,Mice
230525,295677,Retail Food,2012-12-20 00:00:00,2013-01-23 00:00:00,Moderate risk food holding temperature
230543,295705,Building Conditions,2012-12-26 00:00:00,2013-01-31 00:00:00,No or inadequate hot or cold water
230544,295705,Building Conditions,2012-12-26 00:00:00,2013-01-31 00:00:00,Non-functioning Smoke Detector
232528,298128,Animals and Pests,2012-11-01 00:00:00,2012-11-15 00:00:00,Cockroaches